,wd20cd,wd20nm,total_population,mean_age,median_age,country,prediction
0,E05000026,Abbey,15770.0,30.4067850348763,31.0,England,False
1,E05000027,Alibon,10948.0,33.8655462184874,33.0,England,False
2,E05000028,Becontree,15261.0,32.3075814166831,32.0,England,False
3,E05000029,Chadwell Heath,11424.0,35.515143557423,34.0,England,False
4,E05000030,Eastbrook,11584.0,37.096080801105,35.0,England,False
5,E05000031,Eastbury,12824.0,33.1250779787898,32.0,England,False
6,E05000032,Gascoigne,12407.0,29.8529056177964,30.0,England,False
7,E05000033,Goresbrook,12112.0,34.39035667107,34.0,England,False
8,E05000034,Heath,12072.0,34.4163353214049,33.0,England,False
9,E05000035,Longbridge,12825.0,34.3391033138402,32.0,England,False
10,E05000036,Mayesbrook,11105.0,33.2226024313372,32.0,England,False
11,E05000037,Parsloes,11138.0,34.0215478541929,34.0,England,False
12,E05000038,River,12124.0,33.5100626855823,32.0,England,False
13,E05000039,Thames,15695.0,29.4807263459701,29.0,England,False
14,E05000040,Valence,11042.0,33.796957072994,33.0,England,False
15,E05000041,Village,11885.0,33.7587715607909,32.0,England,False
16,E05000042,Whalebone,12690.0,33.7104806934594,33.0,England,False
17,E05000043,Brunswick Park,16674.0,40.1687057694614,41.0,England,False
18,E05000044,Burnt Oak,19755.0,35.4673753480132,35.0,England,False
19,E05000045,Childs Hill,22502.0,37.3287263354369,35.5,England,False
20,E05000046,Colindale,26162.0,33.1083250516016,32.0,England,False
21,E05000047,Coppetts,18837.0,37.4424271380793,37.0,England,False
22,E05000048,East Barnet,17367.0,38.5416594691081,39.0,England,False
23,E05000049,East Finchley,17591.0,38.3524529588994,37.0,England,False
24,E05000050,Edgware,18816.0,37.109481292517,36.0,England,False
25,E05000051,Finchley Church End,17571.0,39.9030220249274,39.0,England,False
26,E05000052,Garden Suburb,16784.0,40.1498450905624,40.0,England,False
27,E05000053,Golders Green,21312.0,34.3824605855856,32.0,England,False
28,E05000054,Hale,18729.0,37.4833680388702,37.0,England,False
29,E05000055,Hendon,19650.0,35.7679389312977,33.0,England,False
30,E05000056,High Barnet,16394.0,42.0727705258021,43.0,England,False
31,E05000057,Mill Hill,20694.0,37.8797719145646,37.0,England,False
32,E05000058,Oakleigh,17013.0,40.3492035502263,40.0,England,False
33,E05000059,Totteridge,16315.0,40.5711308611707,40.0,England,False
34,E05000060,Underhill,16301.0,40.8567572541562,41.0,England,False
35,E05000061,West Finchley,18340.0,37.7321701199564,37.0,England,False
36,E05000062,West Hendon,19484.0,36.4266577704783,35.0,England,False
37,E05000063,Woodhouse,19578.0,38.5292164674635,38.0,England,False
38,E05000085,Alperton,16144.0,36.07148166501489,35.0,England,False
39,E05000086,Barnhill,16318.0,37.1402132614291,36.0,England,False
40,E05000087,Brondesbury Park,13120.0,38.7285823170732,37.0,England,False
41,E05000088,Dollis Hill,13710.0,36.1054704595186,34.0,England,False
42,E05000089,Dudden Hill,16091.0,36.2454788391026,35.0,England,False
43,E05000090,Fryent,13677.0,37.0522044307962,36.0,England,False
44,E05000091,Harlesden,18075.0,34.9473305670816,34.0,England,False
45,E05000092,Kensal Green,14938.0,36.7885259070826,37.0,England,False
46,E05000093,Kenton,11779.0,41.8495627812208,41.0,England,False
47,E05000094,Kilburn,17007.0,35.7990239313224,34.0,England,False
48,E05000095,Mapesbury,16594.0,36.4605279016512,34.0,England,False
49,E05000096,Northwick Park,13341.0,38.7323289108763,36.0,England,False
50,E05000097,Preston,16127.0,37.4479444409996,35.0,England,False
51,E05000098,Queens Park,14762.0,36.3764395068419,36.0,England,False
52,E05000099,Queensbury,15745.0,37.0616068593204,36.0,England,False
53,E05000100,Stonebridge,18706.0,33.9140917352721,32.0,England,False
54,E05000101,Sudbury,15462.0,36.5642219635235,36.0,England,False
55,E05000102,Tokyngton,18790.0,35.5408195848856,33.0,England,False
56,E05000103,Welsh Harp,14127.0,37.1604728534013,36.0,England,False
57,E05000104,Wembley Central,17496.0,36.7945244627343,36.0,England,False
58,E05000105,Willesden Green,17762.0,34.7946177232294,33.0,England,False
59,E05000106,Bickley,15604.0,42.443411945655,44.0,England,False
60,E05000107,Biggin Hill,9841.0,42.251600447109,44.0,England,False
61,E05000108,Bromley Common and Keston,17115.0,39.4046158340637,40.0,England,False
62,E05000109,Bromley Town,19801.0,37.7885965355285,37.0,England,False
63,E05000110,Chelsfield and Pratts Bottom,14931.0,41.703100930949,43.0,England,False
64,E05000111,Chislehurst,16064.0,42.5903261952191,43.0,England,False
65,E05000112,Clock House,16754.0,37.9251522024591,39.0,England,False
66,E05000113,Copers Cope,17760.0,40.5872184684685,39.0,England,False
67,E05000114,Cray Valley East,16913.0,38.1380594808727,37.0,England,False
68,E05000115,Cray Valley West,17855.0,37.0533183982078,37.0,England,False
69,E05000116,Crystal Palace,14281.0,36.1158882431202,35.0,England,False
70,E05000117,Darwin,5363.0,45.5166884206601,49.0,England,False
71,E05000118,Farnborough and Crofton,15106.0,43.4056666225341,45.0,England,False
72,E05000119,Hayes and Coney Hall,16218.0,42.0558021950919,44.0,England,False
73,E05000120,Kelsey and Eden Park,16637.0,41.5199254673319,43.0,England,False
74,E05000121,Mottingham and Chislehurst North,11012.0,36.9406102433709,37.0,England,False
75,E05000122,Orpington,16277.0,41.5649075382442,42.0,England,False
76,E05000123,Penge and Cator,19220.0,36.7915712799168,37.0,England,False
77,E05000124,Petts Wood and Knoll,13862.0,42.422522002597,44.0,England,False
78,E05000125,Plaistow and Sundridge,16205.0,39.363221228016,39.0,England,False
79,E05000126,Shortlands,10557.0,41.4158378327176,42.0,England,False
80,E05000127,West Wickham,14960.0,42.9774064171123,45.0,England,False
81,E05000128,Belsize,15536.0,38.3834963954686,37.0,England,False
82,E05000129,Bloomsbury,12399.0,35.3531736430357,29.0,England,False
83,E05000130,Camden Town with Primrose Hill,14457.0,38.1067303036591,36.0,England,False
84,E05000131,Cantelowes,14874.0,35.1576576576577,31.0,England,False
85,E05000132,Fortune Green,14161.0,36.0632017512888,34.0,England,False
86,E05000133,Frognal and Fitzjohns,15742.0,37.03792402490151,36.0,England,False
87,E05000134,Gospel Oak,13390.0,37.335922330097105,36.0,England,False
88,E05000135,Hampstead Town,13943.0,39.6478519687298,39.0,England,False
89,E05000136,Haverstock,14920.0,36.3018766756032,33.0,England,False
90,E05000137,Highgate,12879.0,41.2438077490488,41.0,England,False
91,E05000138,Holborn and Covent Garden,15987.0,37.6507787577407,35.0,England,False
92,E05000139,Kentish Town,15945.0,36.262652869238,34.0,England,False
93,E05000140,Kilburn,14649.0,37.2908048330944,35.0,England,False
94,E05000141,King's Cross,14434.0,32.354163779964,28.0,England,False
95,E05000142,Regent's Park,15643.0,34.4768266956466,30.0,England,False
96,E05000143,St Pancras and Somers Town,18762.0,32.8458053512419,29.0,England,False
97,E05000144,Swiss Cottage,16767.0,36.33697143197951,34.0,England,False
98,E05000145,West Hampstead,15541.0,35.7378547069043,33.0,England,False
99,E05000170,Acton Central,15712.0,36.3168915478615,36.0,England,False
100,E05000171,Cleveland,14122.0,39.1453051975641,39.0,England,False
101,E05000172,Dormers Wells,13727.0,38.0962337000073,38.0,England,False
102,E05000173,Ealing Broadway,14848.0,38.0510506465517,37.0,England,False
103,E05000174,Ealing Common,13664.0,39.2161885245902,37.0,England,False
104,E05000175,East Acton,22007.0,34.1110101331395,31.0,England,False
105,E05000176,Elthorne,14524.0,36.6582897273478,37.0,England,False
106,E05000177,Greenford Broadway,17574.0,36.4052008649141,36.0,England,False
107,E05000178,Greenford Green,14021.0,37.90029241851511,37.0,England,False
108,E05000179,Hanger Hill,16193.0,37.6076082257766,37.0,England,False
109,E05000180,Hobbayne,13524.0,37.546066252588,38.0,England,False
110,E05000181,Lady Margaret,12951.0,38.5959385375647,39.0,England,False
111,E05000182,Northfield,13071.0,38.1553821436768,39.0,England,False
112,E05000183,North Greenford,14370.0,37.8879610299235,37.0,England,False
113,E05000184,Northolt Mandeville,15124.0,36.0655911134621,35.0,England,False
114,E05000185,Northolt West End,15180.0,34.8994729907773,34.0,England,False
115,E05000186,Norwood Green,13846.0,37.6682796475516,37.0,England,False
116,E05000187,Perivale,15736.0,37.6982714794103,37.0,England,False
117,E05000188,South Acton,14889.0,36.8992544831755,36.0,England,False
118,E05000189,Southall Broadway,14249.0,36.9516457295249,37.0,England,False
119,E05000190,Southall Green,16166.0,35.2427316590375,36.0,England,False
120,E05000191,Southfield,13679.0,38.2079830396959,39.0,England,False
121,E05000192,Walpole,12629.0,37.9063267083696,38.0,England,False
122,E05000193,Bowes,15678.0,36.901964536292894,35.0,England,False
123,E05000194,Bush Hill Park,14520.0,41.7232093663912,41.0,England,False
124,E05000195,Chase,14063.0,37.7573064068833,38.0,England,False
125,E05000196,Cockfosters,14373.0,41.5302302929103,41.0,England,False
126,E05000197,Edmonton Green,19207.0,33.7874733170198,33.0,England,False
127,E05000198,Enfield Highway,17161.0,34.442864634928,33.0,England,False
128,E05000199,Enfield Lock,18629.0,33.0854044768909,32.0,England,False
129,E05000200,Grange,13533.0,41.4169807138107,41.0,England,False
130,E05000201,Haselbury,17436.0,35.110633172746,34.0,England,False
131,E05000202,Highlands,13342.0,42.3570679058612,43.0,England,False
132,E05000203,Jubilee,15450.0,35.8599352750809,35.0,England,False
133,E05000204,Lower Edmonton,17958.0,33.8002004677581,32.0,England,False
134,E05000205,Palmers Green,15837.0,38.5758034981373,37.0,England,False
135,E05000206,Ponders End,15869.0,33.9041527506459,33.0,England,False
136,E05000207,Southbury,15659.0,34.8323647742512,34.0,England,False
137,E05000208,Southgate,16067.0,38.3609261218647,38.0,England,False
138,E05000209,Southgate Green,14358.0,39.9047221061429,39.0,England,False
139,E05000210,Town,15158.0,39.8003694418789,40.0,England,False
140,E05000211,Turkey Street,15737.0,34.531931117748,33.0,England,False
141,E05000212,Upper Edmonton,20074.0,33.8750124539205,33.0,England,False
142,E05000213,Winchmore Hill,13685.0,40.2692729265619,40.0,England,False
143,E05000214,Abbey Wood,16979.0,34.5160492372931,34.0,England,False
144,E05000215,Blackheath Westcombe,13354.0,39.4388198292646,38.0,England,False
145,E05000216,Charlton,15391.0,35.7395230979144,35.0,England,False
146,E05000217,Coldharbour and New Eltham,13463.0,39.2753472480131,39.0,England,False
147,E05000218,Eltham North,13139.0,40.6995966207474,41.0,England,False
148,E05000219,Eltham South,12875.0,38.6146796116505,37.0,England,False
149,E05000220,Eltham West,12273.0,36.975719058095,37.0,England,False
150,E05000221,Glyndon,19404.0,34.0831787260359,34.0,England,False
151,E05000222,Greenwich West,21945.0,33.0774208247892,31.0,England,False
152,E05000223,Kidbrooke with Hornfair,14983.0,36.7462457451779,36.0,England,False
153,E05000224,Middle Park and Sutcliffe,14672.0,37.0849236641221,37.0,England,False
154,E05000225,Peninsula,22146.0,32.5974893886029,32.0,England,False
155,E05000226,Plumstead,17979.0,35.7874186550976,35.0,England,False
156,E05000227,Shooters Hill,14040.0,38.5180199430199,39.0,England,False
157,E05000228,Thamesmead Moorings,23544.0,32.5716106014271,33.0,England,False
158,E05000229,Woolwich Common,18460.0,32.6815276273023,32.0,England,False
159,E05000230,Woolwich Riverside,23295.0,33.300536595836,33.0,England,False
160,E05000250,Addison,11252.0,36.5370600782083,35.0,England,False
161,E05000251,Askew,14548.0,35.4993813582623,34.0,England,False
162,E05000252,Avonmore and Brook Green,12007.0,37.9829266261348,35.0,England,False
163,E05000253,College Park and Old Oak,9789.0,35.3648993768516,33.0,England,False
164,E05000254,Fulham Broadway,11377.0,36.8841522369693,34.0,England,False
165,E05000255,Fulham Reach,11355.0,36.0256274768824,33.0,England,False
166,E05000256,Hammersmith Broadway,11900.0,37.3290756302521,36.0,England,False
167,E05000257,Munster,10779.0,35.3169125150756,34.0,England,False
168,E05000258,North End,11331.0,35.5135469067161,33.0,England,False
169,E05000259,Palace Riverside,7574.0,40.0529442830737,40.0,England,False
170,E05000260,Parsons Green and Walham,11350.0,36.8462555066079,36.0,England,False
171,E05000261,Ravenscourt Park,10571.0,39.01125721313031,38.0,England,False
172,E05000262,Sands End,14609.0,35.6054486960093,34.0,England,False
173,E05000263,Shepherd's Bush Green,12177.0,36.0361336946703,34.0,England,False
174,E05000264,Town,11129.0,34.9618114835115,33.0,England,False
175,E05000265,Wormholt and White City,13395.0,34.9965658827921,33.0,England,False
176,E05000266,Alexandra,11457.0,37.9653486951209,40.0,England,False
177,E05000267,Bounds Green,14901.0,36.4856049929535,36.0,England,False
178,E05000268,Bruce Grove,14697.0,35.840171463564,36.0,England,False
179,E05000269,Crouch End,12064.0,38.7119529177719,39.0,England,False
180,E05000270,Fortis Green,12535.0,37.9113681691265,39.0,England,False
181,E05000271,Harringay,14223.0,35.3614567953315,34.0,England,False
182,E05000272,Highgate,10565.0,39.1732134406058,38.0,England,False
183,E05000273,Hornsey,13069.0,36.4446399877573,36.0,England,False
184,E05000274,Muswell Hill,10563.0,41.1749502982107,42.0,England,False
185,E05000275,Noel Park,14947.0,36.0337860440222,35.0,England,False
186,E05000276,Northumberland Park,16441.0,34.1740161790645,34.0,England,False
187,E05000277,St Ann's,15837.0,35.7848077287365,34.0,England,False
188,E05000278,Seven Sisters,17792.0,31.7081272482014,30.0,England,False
189,E05000279,Stroud Green,11199.0,37.27529243682471,36.0,England,False
190,E05000280,Tottenham Green,16509.0,35.7716397116724,35.0,England,False
191,E05000281,Tottenham Hale,19235.0,33.6871328307772,32.0,England,False
192,E05000282,West Green,13442.0,36.656673114119904,35.0,England,False
193,E05000283,White Hart Lane,13216.0,35.8332324455206,36.0,England,False
194,E05000284,Woodside,15955.0,35.8725164525227,35.0,England,False
195,E05000285,Belmont,11412.0,38.786014721346,39.0,England,False
196,E05000286,Canons,13735.0,40.7593738623953,40.0,England,False
197,E05000287,Edgware,12589.0,36.3754071014378,35.0,England,False
198,E05000288,Greenhill,14886.0,34.8644363831788,34.0,England,False
199,E05000289,Harrow on the Hill,13169.0,36.3881084364796,35.0,England,False
200,E05000290,Harrow Weald,11502.0,41.1510172143975,41.0,England,False
201,E05000291,Hatch End,10498.0,43.5602971994666,45.0,England,False
202,E05000292,Headstone North,10275.0,40.9951338199513,42.0,England,False
203,E05000293,Headstone South,11807.0,37.3774879308885,37.0,England,False
204,E05000294,Kenton East,11415.0,38.4052562417871,37.0,England,False
205,E05000295,Kenton West,11150.0,40.2756053811659,39.0,England,False
206,E05000296,Marlborough,13381.0,36.2763620058292,35.0,England,False
207,E05000297,Pinner,10453.0,42.2835549602985,43.0,England,False
208,E05000298,Pinner South,10590.0,40.5773371104816,41.0,England,False
209,E05000299,Queensbury,12547.0,37.2343986610345,36.0,England,False
210,E05000300,Rayners Lane,11019.0,39.4092022869589,39.0,England,False
211,E05000301,Roxbourne,14116.0,35.0875602153585,34.0,England,False
212,E05000302,Roxeth,11573.0,37.853279184308306,38.0,England,False
213,E05000303,Stanmore Park,11877.0,43.0985939210238,42.0,England,False
214,E05000304,Wealdstone,12284.0,35.4226636274829,34.0,England,False
215,E05000305,West Harrow,10882.0,38.7311156037493,38.0,England,False
216,E05000306,Brooklands,18773.0,35.6626538113248,34.0,England,False
217,E05000307,Cranham,12971.0,43.2790070156503,44.0,England,False
218,E05000308,Elm Park,13107.0,39.8805981536584,39.0,England,False
219,E05000309,Emerson Park,11953.0,43.4427340416632,45.0,England,False
220,E05000310,Gooshays,17284.0,34.6670330941912,33.0,England,False
221,E05000311,Hacton,12434.0,43.2235805050668,44.0,England,False
222,E05000312,Harold Wood,14908.0,39.4720955191843,38.0,England,False
223,E05000313,Havering Park,14156.0,38.4288640859,37.0,England,False
224,E05000314,Heaton,15037.0,36.6579104874643,35.0,England,False
225,E05000315,Hylands,13294.0,41.8638483526403,43.0,England,False
226,E05000316,Mawneys,13863.0,39.6747457260333,39.0,England,False
227,E05000317,Pettits,13313.0,43.717343949523,45.0,England,False
228,E05000318,Rainham and Wennington,13309.0,39.486437748891696,38.0,England,False
229,E05000319,Romford Town,18998.0,36.7509211495947,35.0,England,False
230,E05000320,St Andrew's,13875.0,42.820324324324304,43.0,England,False
231,E05000321,South Hornchurch,14839.0,38.1483927488375,37.0,England,False
232,E05000322,Squirrel's Heath,14260.0,39.9568723702665,38.0,England,False
233,E05000323,Upminster,13178.0,44.6047958719077,46.0,England,False
234,E05000324,Barnhill,14733.0,34.9799769225548,34.0,England,False
235,E05000325,Botwell,18885.0,33.5027799841144,33.0,England,False
236,E05000326,Brunel,15604.0,33.9142527557037,28.0,England,False
237,E05000327,Cavendish,11752.0,40.553352620830495,41.0,England,False
238,E05000328,Charville,13439.0,36.7759505915619,36.0,England,False
239,E05000329,Eastcote and East Ruislip,12667.0,43.1632588616089,44.0,England,False
240,E05000330,Harefield,7696.0,41.5962837837838,42.0,England,False
241,E05000331,Heathrow Villages,15159.0,35.2796358598852,35.0,England,False
242,E05000332,Hillingdon East,13660.0,36.7792825768668,36.0,England,False
243,E05000333,Ickenham,10475.0,42.71723150358,44.0,England,False
244,E05000334,Manor,11738.0,40.0155903901857,40.0,England,False
245,E05000335,Northwood,11132.0,43.7247574559828,44.0,England,False
246,E05000336,Northwood Hills,11996.0,40.7264921640547,41.0,England,False
247,E05000337,Pinkwell,16262.0,34.6871233550609,34.0,England,False
248,E05000338,South Ruislip,13338.0,36.7946468735942,36.0,England,False
249,E05000339,Townfield,16575.0,34.9606033182504,34.0,England,False
250,E05000340,Uxbridge North,14623.0,38.0938247965534,37.0,England,False
251,E05000341,Uxbridge South,16544.0,33.048416344294,27.0,England,False
252,E05000342,West Drayton,18837.0,34.0426288687158,33.0,England,False
253,E05000343,West Ruislip,12186.0,40.7874610208436,40.0,England,False
254,E05000344,Yeading,15120.0,33.8982804232804,34.0,England,False
255,E05000345,Yiewsley,14449.0,34.6201813274275,33.0,England,False
256,E05000346,Bedfont,13597.0,36.0681768037067,35.0,England,False
257,E05000347,Brentford,16067.0,36.060932345802,35.0,England,False
258,E05000348,Chiswick Homefields,11382.0,39.18520470919,39.0,England,False
259,E05000349,Chiswick Riverside,11380.0,39.1891915641476,39.0,England,False
260,E05000350,Cranford,13868.0,35.6136429189501,35.0,England,False
261,E05000351,Feltham North,12298.0,37.6115628557489,37.0,England,False
262,E05000352,Feltham West,16290.0,33.3864333947207,33.0,England,False
263,E05000353,Hanworth,12986.0,35.3551517018327,35.0,England,False
264,E05000354,Hanworth Park,12312.0,36.7590155945419,36.0,England,False
265,E05000355,Heston Central,13001.0,36.8597030997616,36.0,England,False
266,E05000356,Heston East,12608.0,36.9796954314721,36.0,England,False
267,E05000357,Heston West,12979.0,35.8388165498112,35.0,England,False
268,E05000358,Hounslow Central,18679.0,34.9759087745597,35.0,England,False
269,E05000359,Hounslow Heath,15585.0,34.2985563041386,34.0,England,False
270,E05000360,Hounslow South,11292.0,39.29852993269569,39.0,England,False
271,E05000361,Hounslow West,15062.0,36.8200770150047,36.0,England,False
272,E05000362,Isleworth,12457.0,36.6097776350646,37.0,England,False
273,E05000363,Osterley and Spring Grove,13346.0,37.9351865727559,37.0,England,False
274,E05000364,Syon,14311.0,36.5881489763119,37.0,England,False
275,E05000365,Turnham Green,12023.0,39.3223821009731,38.0,England,False
276,E05000366,Barnsbury,13836.0,35.7284619832322,33.0,England,False
277,E05000367,Bunhill,19660.0,32.2695829094608,28.0,England,False
278,E05000368,Caledonian,16390.0,34.2892617449664,30.0,England,False
279,E05000369,Canonbury,13064.0,36.2055266380894,33.0,England,False
280,E05000370,Clerkenwell,13386.0,34.2947855968923,30.0,England,False
281,E05000371,Finsbury Park,18208.0,33.3747253954306,30.0,England,False
282,E05000372,Highbury East,13646.0,35.9399824124286,33.0,England,False
283,E05000373,Highbury West,19041.0,33.7042697337325,32.0,England,False
284,E05000374,Hillrise,12570.0,35.7626093874304,34.0,England,False
285,E05000375,Holloway,19787.0,32.5977156719058,28.0,England,False
286,E05000376,Junction,13150.0,36.0636501901141,33.0,England,False
287,E05000377,Mildmay,14476.0,34.1288339320254,32.0,England,False
288,E05000378,St George's,12980.0,35.8875963020031,33.0,England,False
289,E05000379,St Mary's,13553.0,36.5453405150151,33.0,England,False
290,E05000380,St Peter's,14298.0,35.3659253042384,33.0,England,False
291,E05000381,Tollington,14422.0,35.0071418665927,32.0,England,False
292,E05000400,Alexandra,9899.0,39.7281543590262,40.0,England,False
293,E05000401,Berrylands,9830.0,38.9807731434385,37.0,England,False
294,E05000402,Beverley,11177.0,38.6210968954102,39.0,England,False
295,E05000403,Canbury,16048.0,34.2553589232303,34.0,England,False
296,E05000404,Chessington North and Hook,9167.0,39.4101669030217,40.0,England,False
297,E05000405,Chessington South,10409.0,39.221154769910704,39.0,England,False
298,E05000406,Coombe Hill,12389.0,37.8245217531681,34.0,England,False
299,E05000407,Coombe Vale,10372.0,39.0933281912842,40.0,England,False
300,E05000408,Grove,13482.0,34.5250704643228,31.0,England,False
301,E05000409,Norbiton,11732.0,34.1929764745994,33.0,England,False
302,E05000410,Old Malden,9831.0,41.6378801749568,42.0,England,False
303,E05000411,St James,9329.0,42.1884446350091,44.0,England,False
304,E05000412,St Mark's,12056.0,34.0907431984074,31.0,England,False
305,E05000413,Surbiton Hill,11131.0,38.3665438864433,38.0,England,False
306,E05000414,Tolworth and Hook Rise,10522.0,37.9428815814484,38.0,England,False
307,E05000415,Tudor,10133.0,39.2828382512583,41.0,England,False
308,E05000416,Bishop's,13067.0,34.1620877018443,29.0,England,False
309,E05000417,Brixton Hill,16787.0,34.5814022755704,32.0,England,False
310,E05000418,Clapham Common,13485.0,34.6197256210604,32.0,England,False
311,E05000419,Clapham Town,14526.0,34.9851301115242,32.0,England,False
312,E05000420,Coldharbour,17023.0,34.6742642307466,32.0,England,False
313,E05000421,Ferndale,14764.0,34.3599295583853,31.0,England,False
314,E05000422,Gipsy Hill,14396.0,34.7743817727146,35.0,England,False
315,E05000423,Herne Hill,15896.0,35.1933819828888,33.0,England,False
316,E05000424,Knight's Hill,16027.0,35.38672240594,35.0,England,False
317,E05000425,Larkhall,17638.0,33.8473182900556,31.0,England,False
318,E05000426,Oval,17098.0,35.6192537138847,32.0,England,False
319,E05000427,Prince's,16425.0,36.6871232876712,34.0,England,False
320,E05000428,St Leonard's,17249.0,34.9906661255725,34.0,England,False
321,E05000429,Stockwell,15246.0,35.9545454545455,34.0,England,False
322,E05000430,Streatham Hill,15871.0,35.6148950916766,34.0,England,False
323,E05000431,Streatham South,15295.0,37.2651193200392,36.0,England,False
324,E05000432,Streatham Wells,16609.0,35.2564874465651,34.0,England,False
325,E05000433,Thornton,12876.0,34.6123019571295,33.0,England,False
326,E05000434,Thurlow Park,14177.0,35.5554066445651,34.0,England,False
327,E05000435,Tulse Hill,15882.0,34.123347185493,32.0,England,False
328,E05000436,Vassall,15697.0,35.2896094795184,33.0,England,False
329,E05000437,Bellingham,16242.0,35.843307474449,36.0,England,False
330,E05000438,Blackheath,15183.0,36.957452413884,36.0,England,False
331,E05000439,Brockley,18626.0,33.8859658541823,32.0,England,False
332,E05000440,Catford South,16167.0,37.5157419434651,38.0,England,False
333,E05000441,Crofton Park,15700.0,35.891974522293,36.0,England,False
334,E05000442,Downham,15748.0,36.7935610871222,37.0,England,False
335,E05000443,Evelyn,20578.0,33.0398969773545,31.0,England,False
336,E05000444,Forest Hill,16421.0,35.2036416783387,35.0,England,False
337,E05000445,Grove Park,15426.0,37.5530273564113,37.0,England,False
338,E05000446,Ladywell,14827.0,36.3896270317664,35.0,England,False
339,E05000447,Lee Green,16332.0,36.7479181974039,37.0,England,False
340,E05000448,Lewisham Central,23016.0,34.3580118178658,33.0,England,False
341,E05000449,New Cross,17629.0,33.8341936581769,32.0,England,False
342,E05000450,Perry Vale,16663.0,36.0033007261598,36.0,England,False
343,E05000451,Rushey Green,16923.0,34.7485079477634,35.0,England,False
344,E05000452,Sydenham,16899.0,37.1571098881591,37.0,England,False
345,E05000453,Telegraph Hill,17504.0,34.7970749542962,33.0,England,False
346,E05000454,Whitefoot,15958.0,35.5704348915904,35.0,England,False
347,E05000455,Abbey,11057.0,35.0771456995568,34.0,England,False
348,E05000456,Cannon Hill,9402.0,40.002339927675,40.0,England,False
349,E05000457,Colliers Wood,10855.0,36.3890373099954,35.0,England,False
350,E05000458,Cricket Green,11881.0,36.0550458715596,36.0,England,False
351,E05000459,Dundonald,10136.0,35.455998421468,36.0,England,False
352,E05000460,Figge's Marsh,11690.0,35.3535500427716,35.0,England,False
353,E05000461,Graveney,9991.0,37.67590831748569,37.0,England,False
354,E05000462,Hillside,9314.0,39.5032209576981,38.0,England,False
355,E05000463,Lavender Fields,10934.0,34.9658862264496,35.0,England,False
356,E05000464,Longthornton,10543.0,36.7174428530779,37.0,England,False
357,E05000465,Lower Morden,8935.0,40.1636261891438,40.0,England,False
358,E05000466,Merton Park,9920.0,39.4558467741935,39.0,England,False
359,E05000467,Pollards Hill,10933.0,36.8176163907436,37.0,England,False
360,E05000468,Ravensbury,10023.0,37.854933652599,37.0,England,False
361,E05000469,Raynes Park,10033.0,38.9119904315758,39.0,England,False
362,E05000470,St Helier,10919.0,37.0575144243978,37.0,England,False
363,E05000471,Trinity,10234.0,35.5269689271057,35.0,England,False
364,E05000472,Village,8389.0,43.8455119799738,46.0,England,False
365,E05000473,West Barnes,10052.0,38.841822522881,39.0,England,False
366,E05000474,Wimbledon Park,11307.0,34.6787830547449,35.0,England,False
367,E05000475,Beckton,16452.0,33.454412837345,33.0,England,False
368,E05000476,Boleyn,17229.0,33.8018457252307,33.0,England,False
369,E05000477,Canning Town North,17640.0,34.2060657596372,33.0,England,False
370,E05000478,Canning Town South,21092.0,32.5771382514698,31.0,England,False
371,E05000479,Custom House,13534.0,33.9988916802128,33.0,England,False
372,E05000480,East Ham Central,17229.0,33.294967786871,33.0,England,False
373,E05000481,East Ham North,14956.0,34.0246723722921,33.0,England,False
374,E05000482,East Ham South,16933.0,32.6525719010217,32.0,England,False
375,E05000483,Forest Gate North,16487.0,34.90901922727,34.0,England,False
376,E05000484,Forest Gate South,18158.0,33.3538385284723,32.0,England,False
377,E05000485,Green Street East,16613.0,33.0703063865647,33.0,England,False
378,E05000486,Green Street West,14980.0,34.1425901201602,33.0,England,False
379,E05000487,Little Ilford,17808.0,31.9441262353998,31.0,England,False
380,E05000488,Manor Park,15694.0,33.7956543902128,33.0,England,False
381,E05000489,Plaistow North,16005.0,34.394126835364,33.0,England,False
382,E05000490,Plaistow South,18008.0,33.4178143047534,33.0,England,False
383,E05000491,Royal Docks,16414.0,30.8146704033142,30.0,England,False
384,E05000492,Stratford and New Town,36666.0,30.5149457262859,29.0,England,False
385,E05000493,Wall End,15172.0,33.2964012654891,33.0,England,False
386,E05000494,West Ham,16064.0,35.0321215139442,33.0,England,False
387,E05000516,Barnes,10121.0,41.2983894872048,43.0,England,False
388,E05000517,East Sheen,10691.0,39.1843606772051,41.0,England,False
389,E05000518,Fulwell and Hampton Hill,10707.0,39.4424208461754,41.0,England,False
390,E05000519,"Ham, Petersham and Richmond Riverside",11177.0,39.9525811935224,42.0,England,False
391,E05000520,Hampton,10316.0,42.1235944164405,44.0,England,False
392,E05000521,Hampton North,9470.0,40.9185850052798,42.0,England,False
393,E05000522,Hampton Wick,11431.0,39.7105240136471,41.0,England,False
394,E05000523,Heathfield,10791.0,38.8520063015476,39.0,England,False
395,E05000524,Kew,12040.0,39.945598006644495,40.0,England,False
396,E05000525,Mortlake and Barnes Common,11605.0,38.497716501508,39.0,England,False
397,E05000526,North Richmond,11940.0,38.355108877721904,39.0,England,False
398,E05000527,St Margarets and North Twickenham,12011.0,37.1645158604612,39.0,England,False
399,E05000528,South Richmond,12208.0,40.2471330275229,40.0,England,False
400,E05000529,South Twickenham,10263.0,39.0052616194095,40.0,England,False
