,wd20cd,wd20nm,total_population,mean_age,median_age,country,prediction
715,E05000955,Bidston and St James,16163.0,36.755552805791,35.0,England,False
716,E05000956,Birkenhead and Tranmere,16706.0,35.8467616425236,34.0,England,False
717,E05000957,Bromborough,16215.0,40.4232500770891,40.0,England,False
718,E05000958,Clatterbridge,14184.0,46.96235194585449,50.0,England,False
719,E05000959,Claughton,14448.0,43.7626661129568,46.0,England,False
720,E05000960,Eastham,14142.0,43.7628341111583,46.0,England,False
721,E05000961,"Greasby, Frankby and Irby",13698.0,47.1384143670609,51.0,England,False
722,E05000962,Heswall,13085.0,49.3233473442874,54.0,England,False
723,E05000963,Hoylake and Meols,13327.0,46.0522998424252,49.0,England,False
724,E05000964,Leasowe and Moreton East,14953.0,39.8160904166388,39.0,England,False
725,E05000965,Liscard,16118.0,40.5772428340985,40.0,England,False
726,E05000966,Moreton West and Saughall Massie,14087.0,44.141690920707,47.0,England,False
727,E05000967,New Brighton,15131.0,43.467318749586894,45.0,England,False
728,E05000968,Oxton,13902.0,44.1673859876277,46.0,England,False
729,E05000969,Pensby and Thingwall,13073.0,46.5857110074199,50.0,England,False
730,E05000970,Prenton,14769.0,42.1848466382287,44.0,England,False
731,E05000971,Rock Ferry,14662.0,37.9228618196699,37.0,England,False
732,E05000972,Seacombe,15449.0,36.2205320732734,34.0,England,False
733,E05000973,Upton,16869.0,41.66423617286151,42.0,England,False
734,E05000974,Wallasey,14688.0,44.7162309368192,48.0,England,False
735,E05000975,West Kirby and Thurstaston,12635.0,46.641946972694896,51.0,England,False
736,E05000976,Central,12643.0,39.39460571066991,37.0,England,False
737,E05000977,Cudworth,11543.0,39.314303040804,39.0,England,False
738,E05000978,Darfield,11228.0,41.50703598147489,42.0,England,False
739,E05000979,Darton East,11165.0,43.4806986117331,46.0,England,False
740,E05000980,Darton West,10750.0,44.466325581395296,47.0,England,False
741,E05000981,Dearne North,11208.0,39.905960028551,39.0,England,False
742,E05000982,Dearne South,12375.0,39.3254141414141,39.0,England,False
743,E05000983,Dodworth,10623.0,45.4489315635884,48.0,England,False
744,E05000984,Hoyland Milton,12354.0,40.9235875020236,42.0,England,False
745,E05000985,Kingstone,11915.0,38.221821233739,36.0,England,False
746,E05000986,Monk Bretton,12147.0,41.6862599818885,42.0,England,False
747,E05000987,North East,13729.0,40.251875591813,40.0,England,False
748,E05000988,Old Town,11227.0,40.6430925447582,41.0,England,False
749,E05000989,Penistone East,12108.0,46.430954740667296,50.0,England,False
750,E05000990,Penistone West,12914.0,42.2444633730835,44.0,England,False
751,E05000991,Rockingham,11177.0,43.7150398139036,46.0,England,False
752,E05000992,Royston,11248.0,41.4334992887625,43.0,England,False
753,E05000993,St Helens,11059.0,38.2693733610634,37.0,England,False
754,E05000994,Stairfoot,12656.0,40.5899178255373,40.0,England,False
755,E05000995,Wombwell,13006.0,39.8377671843764,39.0,England,False
756,E05000996,Worsbrough,9791.0,42.845266060668,45.0,England,False
757,E05001067,Birtley,8110.0,44.3811344019729,47.0,England,False
758,E05001068,Blaydon,10037.0,40.6353492079307,40.0,England,False
759,E05001069,Bridges,11270.0,33.2047914818101,29.0,England,False
760,E05001071,Chowdene,8765.0,44.4940102681118,47.0,England,False
761,E05001072,Crawcrook and Greenside,8754.0,44.2073337902673,47.0,England,False
762,E05001073,Deckham,9842.0,39.0510058931112,38.0,England,False
763,E05001074,Dunston and Teams,9312.0,38.4320231958763,37.0,England,False
764,E05001075,Dunston Hill and Whickham East,8985.0,43.5825264329438,45.0,England,False
765,E05001076,Felling,9138.0,39.6760779163931,38.0,England,False
766,E05001077,High Fell,9473.0,39.5320384249974,39.0,England,False
767,E05001078,Lamesley,9893.0,41.4717477003942,42.0,England,False
768,E05001079,Lobley Hill and Bensham,10196.0,40.9436053354257,40.0,England,False
769,E05001080,Low Fell,8460.0,44.1206855791962,46.0,England,False
770,E05001081,Pelaw and Heworth,8735.0,41.7958786491128,42.0,England,False
771,E05001082,"Ryton, Crookhill and Stella",8742.0,43.2160832761382,45.0,England,False
772,E05001083,Saltwell,11674.0,33.3273085489121,30.0,England,False
773,E05001084,Wardley and Leam Lane,8129.0,43.5572641161274,45.0,England,False
774,E05001085,Whickham North,7986.0,44.798021537691,47.0,England,False
775,E05001086,Whickham South and Sunniside,7888.0,46.4693204868154,49.0,England,False
776,E05001087,Windy Nook and Whitehills,9405.0,42.5768208399787,44.0,England,False
777,E05001088,Winlaton and High Spen,8240.0,46.903640776699,50.0,England,False
778,E05001115,Battle Hill,10678.0,42.8001498407942,44.0,England,False
779,E05001116,Benton,10264.0,44.2844894777864,46.0,England,False
780,E05001117,Camperdown,10472.0,41.5654125286478,42.0,England,False
781,E05001118,Chirton,11937.0,37.6001507916562,37.0,England,False
782,E05001119,Collingwood,11305.0,41.9378151260504,43.0,England,False
783,E05001120,Cullercoats,9357.0,46.2165223896548,49.0,England,False
784,E05001121,Howdon,11236.0,40.0729797080812,40.0,England,False
785,E05001122,Killingworth,10984.0,41.64439184268031,42.0,England,False
786,E05001123,Longbenton,11186.0,39.3826211335598,37.0,England,False
787,E05001124,Monkseaton North,9235.0,43.5323226854358,46.0,England,False
788,E05001125,Monkseaton South,9799.0,43.5785284212675,45.0,England,False
789,E05001126,Northumberland,8667.0,42.6988577362409,44.0,England,False
790,E05001127,Preston,8105.0,46.0771128932758,48.0,England,False
791,E05001128,Riverside,12217.0,39.6020299582549,39.0,England,False
792,E05001129,St Mary's,8726.0,47.6453128581251,51.0,England,False
793,E05001130,Tynemouth,10366.0,45.5068493150685,47.0,England,False
794,E05001131,Valley,12970.0,37.1564379336931,37.0,England,False
795,E05001132,Wallsend,10911.0,39.582073137201,39.0,England,False
796,E05001133,Weetslade,9981.0,45.0155295060615,47.0,England,False
797,E05001134,Whitley Bay,9517.0,41.2078386046023,42.0,England,False
798,E05001135,Beacon and Bents,9314.0,40.98131844535111,41.0,England,False
799,E05001136,Bede,7630.0,40.4952817824377,41.0,England,False
800,E05001137,Biddick and All Saints,9117.0,37.521991883294895,35.0,England,False
801,E05001138,Boldon Colliery,9324.0,42.0086872586873,43.0,England,False
802,E05001139,Cleadon and East Boldon,8367.0,46.8510816302139,51.0,England,False
803,E05001140,Cleadon Park,7700.0,42.2788311688312,43.0,England,False
804,E05001141,Fellgate and Hedworth,7383.0,42.6795340647433,45.0,England,False
805,E05001142,Harton,8293.0,43.5906185939949,46.0,England,False
806,E05001143,Hebburn North,9302.0,38.3768006880241,37.0,England,False
807,E05001144,Hebburn South,8600.0,42.018837209302305,43.0,England,False
808,E05001145,Horsley Hill,9188.0,43.5559425337397,45.0,England,False
809,E05001146,Monkton,8186.0,42.9159540679208,44.0,England,False
810,E05001147,Primrose,8087.0,40.4946209966613,40.0,England,False
811,E05001148,Simonside and Rekendyke,9408.0,39.8423681972789,39.0,England,False
812,E05001149,Westoe,8108.0,44.2112728169709,46.0,England,False
813,E05001150,West Park,7477.0,43.1792162632072,44.0,England,False
814,E05001151,Whitburn and Marsden,7368.0,45.0358306188925,48.0,England,False
815,E05001152,Whiteleas,8124.0,42.0358197932053,43.0,England,False
816,E05001153,Barnes,10645.0,42.3887271019258,43.0,England,False
817,E05001154,Castle,10834.0,40.5016614362193,41.0,England,False
818,E05001155,Copt Hill,11714.0,42.0675260372204,43.0,England,False
819,E05001156,Doxford,9607.0,43.5819714791298,46.0,England,False
820,E05001157,Fulwell,10907.0,46.342073897497,50.0,England,False
821,E05001158,Hendon,12958.0,37.6514122549776,33.0,England,False
822,E05001159,Hetton,11886.0,41.600622581188,42.0,England,False
823,E05001160,Houghton,11643.0,41.5995877351198,42.0,England,False
824,E05001161,Millfield,12680.0,37.0020504731861,32.0,England,False
825,E05001162,Pallion,10822.0,39.0857512474589,37.0,England,False
826,E05001163,Redhill,11208.0,39.538454675232,38.0,England,False
827,E05001164,Ryhope,11165.0,40.4098522167488,40.0,England,False
828,E05001165,St Anne's,11058.0,39.8423765599566,39.0,England,False
829,E05001166,St Chad's,9282.0,45.340874811463,48.0,England,False
830,E05001167,St Michael's,10707.0,43.505743905856,44.0,England,False
831,E05001168,St Peter's,10976.0,44.2575619533528,45.0,England,False
832,E05001169,Sandhill,10808.0,40.4868615840118,40.0,England,False
833,E05001170,Shiney Row,13212.0,40.7811080835604,42.0,England,False
834,E05001171,Silksworth,10400.0,42.8848076923077,45.0,England,False
835,E05001172,Southwick,10750.0,41.4195348837209,41.0,England,False
836,E05001173,Washington Central,10771.0,43.5422894810138,45.0,England,False
837,E05001174,Washington East,11314.0,41.3414353897826,42.0,England,False
838,E05001175,Washington North,10918.0,39.6078952189046,39.0,England,False
839,E05001176,Washington South,9997.0,43.2270681204361,45.0,England,False
840,E05001177,Washington West,11443.0,42.1843048151709,44.0,England,False
841,E05001218,Bablake,16710.0,41.59940155595449,42.0,England,False
842,E05001219,Binley and Willenhall,17586.0,38.6976003639259,36.0,England,False
843,E05001220,Cheylesmore,18453.0,38.9439115590961,35.0,England,False
844,E05001221,Earlsdon,16156.0,42.0547165139886,41.0,England,False
845,E05001222,Foleshill,23825.0,30.3119832109129,29.0,England,False
846,E05001223,Henley,21192.0,36.7233389958475,34.0,England,False
847,E05001224,Holbrook,19727.0,36.0452679069296,34.0,England,False
848,E05001225,Longford,20501.0,36.3969562460368,34.0,England,False
849,E05001226,Lower Stoke,24492.0,34.1863465621427,31.0,England,False
850,E05001227,Radford,22036.0,34.7941550190597,32.0,England,False
851,E05001228,St Michael's,39720.0,26.92583081571,23.0,England,False
852,E05001229,Sherbourne,18592.0,36.7752796901893,33.0,England,False
853,E05001230,Upper Stoke,21258.0,35.1897168124941,32.0,England,False
854,E05001231,Wainbody,15486.0,37.8948082138706,30.0,England,False
855,E05001232,Westwood,21608.0,36.1982136245835,32.0,England,False
856,E05001233,Whoberley,17798.0,38.2019328014384,33.0,England,False
857,E05001234,Woodlands,18643.0,40.85517352357449,39.0,England,False
858,E05001235,Wyken,17738.0,39.0536137106776,38.0,England,False
859,E05001236,Amblecote,13095.0,41.5625047728141,43.0,England,False
860,E05001237,Belle Vale,14207.0,39.9253185049623,39.0,England,False
861,E05001238,Brierley Hill,15164.0,37.0731996834608,35.0,England,False
862,E05001239,Brockmoor and Pensnett,13675.0,37.798610603290705,36.0,England,False
863,E05001240,Castle and Priory,15379.0,36.1229598803563,34.0,England,False
864,E05001241,Coseley East,12463.0,40.9505736981465,42.0,England,False
865,E05001242,Cradley and Wollescote,13467.0,39.8984183559813,39.0,England,False
866,E05001243,Gornal,13396.0,43.5812182741117,45.0,England,False
867,E05001244,Halesowen North,12562.0,41.0441808629199,41.0,England,False
868,E05001245,Halesowen South,12287.0,45.7087979164971,48.0,England,False
869,E05001246,Hayley Green and Cradley South,12136.0,42.2765326301912,43.0,England,False
870,E05001247,Kingswinford North and Wall Heath,12043.0,47.123474217387695,50.0,England,False
871,E05001248,Kingswinford South,12403.0,45.1889865355156,48.0,England,False
872,E05001249,Lye and Stourbridge North,12589.0,39.7999841131146,39.0,England,False
873,E05001250,"Netherton, Woodside and St Andrews",15556.0,38.6258678323476,37.0,England,False
874,E05001251,Norton,12081.0,45.3169439615926,48.0,England,False
875,E05001252,Pedmore and Stourbridge East,12424.0,45.836204121056,48.0,England,False
876,E05001253,Quarry Bank and Dudley Wood,13852.0,39.739387814034096,39.0,England,False
877,E05001254,St James's,15490.0,39.3393156875404,39.0,England,False
878,E05001255,St Thomas's,15759.0,34.9972079446665,33.0,England,False
879,E05001256,Sedgley,12004.0,45.4471009663446,48.0,England,False
880,E05001257,Upper Gornal and Woodsetton,13765.0,41.9233563385398,43.0,England,False
881,E05001258,Wollaston and Stourbridge Town,13077.0,43.3312686395962,45.0,England,False
882,E05001259,Wordsley,12722.0,43.8084420688571,46.0,England,False
883,E05001260,Abbey,12629.0,36.6318790086309,35.0,England,False
884,E05001261,Blackheath,12276.0,40.0252525252525,39.0,England,False
885,E05001262,Bristnall,12324.0,38.8599480688088,38.0,England,False
886,E05001263,Charlemont with Grove Vale,12440.0,40.9784565916399,41.0,England,False
887,E05001264,Cradley Heath and Old Hill,13985.0,39.2239542366822,38.0,England,False
888,E05001265,Friar Park,12734.0,37.2708496937333,36.0,England,False
889,E05001266,Great Barr with Yew Tree,12835.0,39.0743280093494,38.0,England,False
890,E05001267,Great Bridge,13563.0,37.1021897810219,36.0,England,False
891,E05001268,Greets Green and Lyng,13768.0,35.9079750145264,35.0,England,False
892,E05001269,Hateley Heath,15271.0,37.0280269792417,36.0,England,False
893,E05001270,Langley,13975.0,38.3019677996422,37.0,England,False
894,E05001271,Newton,12507.0,41.2595346605901,41.0,England,False
895,E05001272,Old Warley,12257.0,40.683609366076496,40.0,England,False
896,E05001273,Oldbury,15178.0,35.3055738568981,34.0,England,False
897,E05001274,Princes End,13540.0,36.1121122599705,34.0,England,False
898,E05001275,Rowley,12116.0,38.8486299108617,37.0,England,False
899,E05001276,St Pauls,15735.0,33.3592627899587,32.0,England,False
900,E05001277,Smethwick,15246.0,35.9347369801915,35.0,England,False
901,E05001278,Soho and Victoria,17487.0,31.5879224566821,30.0,England,False
902,E05001279,Tipton Green,14462.0,37.1057944959203,36.0,England,False
903,E05001280,Tividale,12924.0,38.2669452181987,37.0,England,False
904,E05001281,Wednesbury North,13222.0,38.44055362275,37.0,England,False
905,E05001282,Wednesbury South,13493.0,39.6038686726451,39.0,England,False
906,E05001283,West Bromwich Central,14483.0,37.9181799350963,36.0,England,False
907,E05001284,Bickenhill,12752.0,41.5966122961104,43.0,England,False
908,E05001285,Blythe,14497.0,40.322411533420706,41.0,England,False
909,E05001286,Castle Bromwich,11390.0,45.004741000878,48.0,England,False
910,E05001287,Chelmsley Wood,13276.0,36.807095510696,34.0,England,False
911,E05001288,Dorridge and Hockley Heath,11390.0,43.3930640913082,46.0,England,False
912,E05001289,Elmdon,12466.0,42.1323600192524,42.0,England,False
913,E05001290,Kingshurst and Fordbridge,13326.0,36.890439741858,35.0,England,False
914,E05001291,Knowle,11277.0,46.2253258845438,49.0,England,False
915,E05001292,Lyndon,13844.0,40.5422565732447,40.0,England,False
916,E05001293,Meriden,12726.0,44.2766776677668,47.0,England,False
917,E05001294,Olton,12781.0,43.665832094515295,45.0,England,False
918,E05001295,St Alphege,13761.0,44.5189303102972,48.0,England,False
919,E05001296,Shirley East,12073.0,41.4580468814711,42.0,England,False
920,E05001297,Shirley South,12591.0,43.4285600825987,44.0,England,False
921,E05001298,Shirley West,12801.0,41.0207796265917,40.0,England,False
922,E05001299,Silhill,12531.0,43.5831138775836,43.0,England,False
923,E05001300,Smith's Wood,12892.0,36.8596028544834,35.0,England,False
924,E05001301,Aldridge Central and South,13990.0,45.4684060042888,48.0,England,False
925,E05001302,Aldridge North and Walsall Wood,13048.0,43.3900214592275,46.0,England,False
926,E05001303,Bentley and Darlaston North,14292.0,36.2356563112231,35.0,England,False
927,E05001304,Birchills Leamore,16038.0,35.0379099638359,33.0,England,False
928,E05001305,Blakenall,16524.0,33.3897361413701,31.0,England,False
929,E05001306,Bloxwich East,13024.0,39.6713759213759,38.0,England,False
930,E05001307,Bloxwich West,13965.0,40.7891156462585,41.0,England,False
931,E05001308,Brownhills,13448.0,40.358491969066,41.0,England,False
932,E05001309,Darlaston South,16642.0,34.606237231102,32.0,England,False
933,E05001310,Paddock,13428.0,41.2446380697051,41.0,England,False
934,E05001311,Palfrey,17387.0,33.6143670558463,32.0,England,False
935,E05001312,Pelsall,11447.0,45.2584083165895,48.0,England,False
936,E05001313,Pheasey Park Farm,11396.0,42.3251140751141,43.0,England,False
937,E05001314,Pleck,16546.0,33.6073371207543,32.0,England,False
938,E05001315,Rushall-Shelfield,12101.0,41.4107098586894,42.0,England,False
939,E05001316,St Matthew's,17274.0,36.319555401181,34.0,England,False
940,E05001317,Short Heath,11452.0,43.1892245895913,45.0,England,False
941,E05001318,Streetly,13684.0,45.4284565916399,48.0,England,False
942,E05001319,Willenhall North,12616.0,40.2809923906151,39.0,England,False
943,E05001320,Willenhall South,17176.0,36.8181183046111,36.0,England,False
944,E05001321,Bilston East,14916.0,36.3824751944221,35.0,England,False
945,E05001322,Bilston North,12440.0,40.0555466237942,40.0,England,False
946,E05001323,Blakenhall,13247.0,38.1951385219295,37.0,England,False
947,E05001324,Bushbury North,12153.0,41.5721221097671,42.0,England,False
948,E05001325,Bushbury South and Low Hill,16549.0,33.0761375309686,31.0,England,False
949,E05001326,East Park,13137.0,38.5783664459161,37.0,England,False
950,E05001327,Ettingshall,16552.0,34.2782141130981,33.0,England,False
951,E05001328,Fallings Park,12160.0,38.3745065789474,37.0,England,False
952,E05001329,Graiseley,13287.0,37.3856400993452,36.0,England,False
953,E05001330,Heath Town,16160.0,34.1103341584158,32.0,England,False
954,E05001331,Merry Hill,11907.0,41.6254304190812,43.0,England,False
955,E05001332,Oxley,12655.0,38.8734097194785,39.0,England,False
956,E05001333,Park,13089.0,39.7144166857667,38.0,England,False
957,E05001334,Penn,12378.0,43.4473259007917,45.0,England,False
958,E05001335,St Peter's,15272.0,31.7933473022525,30.0,England,False
959,E05001336,Spring Vale,12199.0,40.5098778588409,40.0,England,False
960,E05001337,Tettenhall Regis,11849.0,43.5545615663769,45.0,England,False
961,E05001338,Tettenhall Wightwick,10836.0,46.6013289036545,49.0,England,False
962,E05001339,Wednesfield North,10827.0,43.7134016809827,46.0,England,False
963,E05001340,Wednesfield South,11744.0,40.0662465940055,40.0,England,False
964,E05001341,Baildon,15175.0,44.940823723229,48.0,England,False
965,E05001342,Bingley,18382.0,43.9169840060929,45.0,England,False
966,E05001343,Bingley Rural,18603.0,43.4934687953556,46.0,England,False
967,E05001344,Bolton and Undercliffe,17127.0,36.156244526186704,34.0,England,False
968,E05001345,Bowling and Barkerend,22200.0,31.4230630630631,29.0,England,False
969,E05001346,Bradford Moor,21310.0,29.8620835288597,27.0,England,False
970,E05001347,City,25754.0,29.9682379436204,27.0,England,False
971,E05001348,Clayton and Fairweather Green,17287.0,36.5130444842946,35.0,England,False
972,E05001349,Craven,16961.0,45.4542185012676,48.0,England,False
973,E05001350,Eccleshill,19531.0,35.5853258921714,34.0,England,False
974,E05001351,Great Horton,19098.0,33.3776835270709,31.0,England,False
975,E05001352,Heaton,18279.0,33.0895563214618,31.0,England,False
976,E05001353,Idle and Thackley,16659.0,41.3975028513116,42.0,England,False
977,E05001354,Ilkley,14811.0,47.1826345283911,50.0,England,False
978,E05001355,Keighley Central,18376.0,34.517522855899,32.0,England,False
979,E05001356,Keighley East,16627.0,39.7647801768208,40.0,England,False
980,E05001357,Keighley West,16722.0,38.8268747757445,39.0,England,False
981,E05001358,Little Horton,23136.0,29.6521870677732,27.0,England,False
982,E05001359,Manningham,20062.0,31.3879473631742,29.0,England,False
983,E05001360,Queensbury,16900.0,39.2599408284024,40.0,England,False
984,E05001361,Royds,17675.0,37.2776237623762,36.0,England,False
985,E05001362,Shipley,15754.0,40.5220261520884,40.0,England,False
986,E05001363,Thornton and Allerton,18001.0,38.1229931670463,38.0,England,False
987,E05001364,Toller,20297.0,31.6287628713603,29.0,England,False
988,E05001365,Tong,22721.0,34.5708375511641,33.0,England,False
989,E05001366,Wharfedale,11843.0,44.5643840243182,47.0,England,False
990,E05001367,Wibsey,14945.0,38.130143860823,38.0,England,False
991,E05001368,Windhill and Wrose,16133.0,39.3282092605219,39.0,England,False
992,E05001369,Worth Valley,14222.0,43.5971733933343,47.0,England,False
993,E05001370,Wyke,15185.0,40.7558775107014,41.0,England,False
994,E05001371,Brighouse,11286.0,44.03969519758991,46.0,England,False
995,E05001372,Calder,12062.0,44.1742662908307,48.0,England,False
996,E05001373,Elland,12371.0,41.0707299329076,41.0,England,False
997,E05001374,Greetland and Stainland,11332.0,42.2255559477586,45.0,England,False
998,E05001375,Hipperholme and Lightcliffe,12127.0,42.4786839284242,45.0,England,False
999,E05001376,Illingworth and Mixenden,12706.0,40.194317645207,41.0,England,False
1000,E05001377,Luddendenfoot,10715.0,43.6959402706486,47.0,England,False
1001,E05001378,Northowram and Shelf,11710.0,44.3595217762596,47.0,England,False
1002,E05001379,Ovenden,12834.0,37.1725105189341,36.0,England,False
1003,E05001380,Park,16410.0,31.9035953686776,30.0,England,False
1004,E05001381,Rastrick,11207.0,43.8817703221201,46.0,England,False
1005,E05001382,Ryburn,11559.0,41.6395016869971,45.0,England,False
1006,E05001383,Skircoat,13616.0,41.902981786134,42.0,England,False
1007,E05001384,Sowerby Bridge,12062.0,41.562427458133,42.0,England,False
1008,E05001385,Todmorden,12439.0,42.0551491277434,44.0,England,False
1009,E05001386,Town,13022.0,40.6350790969129,39.0,England,False
1010,E05001387,Warley,13997.0,37.4175180395799,36.0,England,False
1011,E05001389,Ashbrow,20470.0,38.6977039570103,38.0,England,False
1012,E05001390,Batley East,19490.0,36.222780913288894,35.0,England,False
1013,E05001391,Batley West,20567.0,36.5780619438907,35.0,England,False
1014,E05001392,Birstall and Birkenshaw,16813.0,41.1502408850294,42.0,England,False
1015,E05001393,Cleckheaton,17334.0,42.1895119418484,43.0,England,False
1016,E05001396,Dalton,17457.0,40.0687976170018,40.0,England,False
1017,E05001397,Denby Dale,16716.0,44.2402488633644,47.0,England,False
1018,E05001398,Dewsbury East,19865.0,39.0766171658696,38.0,England,False
1019,E05001399,Dewsbury South,19217.0,36.8005411874902,35.0,England,False
1020,E05001400,Dewsbury West,22351.0,32.0649635363071,30.0,England,False
1021,E05001401,Golcar,18177.0,39.8876602299609,40.0,England,False
1022,E05001402,Greenhead,20941.0,36.1766868821928,34.0,England,False
1023,E05001403,Heckmondwike,17420.0,38.9857060849598,38.0,England,False
1024,E05001405,Holme Valley South,19299.0,43.8927405565055,48.0,England,False
1025,E05001407,Lindley,20604.0,42.0056299747622,43.0,England,False
1026,E05001408,Liversedge and Gomersal,20183.0,41.2343060991924,42.0,England,False
1027,E05001409,Mirfield,19943.0,44.2121044978188,46.0,England,False
1028,E05001410,Newsome,24127.0,34.859742197538,28.0,England,False
1029,E05001444,"Ackworth, North Elmsall and Upton",17371.0,42.0116285763629,44.0,England,False
1030,E05001445,Airedale and Ferry Fryston,15890.0,38.675645059786,37.0,England,False
1031,E05001446,Altofts and Whitwood,18074.0,40.0047582162222,39.0,England,False
1032,E05001447,Castleford Central and Glasshoughton,16606.0,41.107370829820496,41.0,England,False
1033,E05001448,"Crofton, Ryhill and Walton",15796.0,43.054064320081,46.0,England,False
1034,E05001449,Featherstone,17187.0,40.6522953395008,40.0,England,False
1035,E05001450,Hemsworth,16005.0,41.1967510153077,42.0,England,False
1036,E05001451,Horbury and South Ossett,15491.0,43.1207152540185,45.0,England,False
1037,E05001452,Knottingley,14336.0,40.5064871651786,40.0,England,False
1038,E05001453,Normanton,17202.0,39.9297756074875,40.0,England,False
1039,E05001454,Ossett,16648.0,42.3745194617972,44.0,England,False
1040,E05001455,Pontefract North,17512.0,40.0256395614436,40.0,England,False
1041,E05001456,Pontefract South,15251.0,43.2682447052652,45.0,England,False
1042,E05001457,South Elmsall and South Kirkby,19132.0,40.102393895045,39.0,England,False
1043,E05001458,Stanley and Outwood East,16313.0,41.1535585116165,42.0,England,False
1044,E05001459,Wakefield East,17021.0,37.3770636272839,36.0,England,False
1045,E05001460,Wakefield North,17364.0,38.4680373185902,37.0,England,False
1046,E05001461,Wakefield Rural,17844.0,43.5935328401704,46.0,England,False
1047,E05001462,Wakefield South,14664.0,41.636524822695,42.0,England,False
1048,E05001463,Wakefield West,16439.0,39.1593162601131,38.0,England,False
1049,E05001464,Wrenthorpe and Outwood West,16166.0,42.9219967833725,45.0,England,False
1050,E05001527,Billingham Central,7458.0,38.6515151515152,37.0,England,False
1051,E05001528,Billingham East,7291.0,38.1582773282129,36.0,England,False
1052,E05001529,Billingham North,8464.0,43.7689035916824,47.0,England,False
1053,E05001530,Billingham South,6506.0,40.2087304027052,40.0,England,False
1054,E05001531,Billingham West,5176.0,50.0502318392581,55.0,England,False
1055,E05001532,Bishopsgarth and Elm Tree,6425.0,46.3215564202335,50.0,England,False
1056,E05001533,Eaglescliffe,10675.0,43.0276346604216,45.0,England,False
1057,E05001534,Fairfield,5461.0,46.8458157846548,50.0,England,False
1058,E05001535,Grangefield,6553.0,43.0743171066687,46.0,England,False
1059,E05001536,Hardwick and Salters Lane,7717.0,35.8337436827783,33.0,England,False
1060,E05001537,Hartburn,6332.0,47.474415666456096,51.0,England,False
1061,E05001538,Ingleby Barwick East,10695.0,37.9940158952782,38.0,England,False
1062,E05001539,Ingleby Barwick West,12669.0,35.2609519299077,37.0,England,False
1063,E05001540,Mandale and Victoria,12442.0,34.6150136633982,31.0,England,False
1064,E05001541,Newtown,7212.0,36.516361619523,35.0,England,False
1065,E05001542,Northern Parishes,4033.0,42.4540044631788,46.0,England,False
1066,E05001543,Norton North,6580.0,40.7618541033435,40.0,England,False
1067,E05001544,Norton South,7844.0,40.0560938296787,38.0,England,False
1068,E05001545,Norton West,6035.0,47.6187241093621,51.0,England,False
1069,E05001546,Parkfield and Oxbridge,9601.0,35.2600770753047,34.0,England,False
1070,E05001547,Roseworth,7403.0,38.3716061056329,37.0,England,False
1071,E05001548,Stainsby Hill,6256.0,42.2482416879795,43.0,England,False
1072,E05001549,Stockton Town Centre,7329.0,35.9572929458316,33.0,England,False
1073,E05001550,Village,6930.0,41.2251082251082,41.0,England,False
1074,E05001551,Western Parishes,3470.0,44.3789625360231,47.0,England,False
1075,E05001552,Yarm,10791.0,44.2364007042906,46.0,England,False
1076,E05001643,Anchorsholme,6275.0,48.760796812749,53.0,England,False
1077,E05001644,Bispham,6342.0,45.6059602649007,48.0,England,False
1078,E05001645,Bloomfield,7421.0,37.1355612451152,37.0,England,False
1079,E05001646,Brunswick,7008.0,37.2067636986301,36.0,England,False
1080,E05001647,Claremont,7149.0,39.0244789481046,40.0,England,False
1081,E05001648,Clifton,6655.0,41.0205860255447,41.0,England,False
1082,E05001649,Greenlands,6763.0,41.6789886145202,43.0,England,False
1083,E05001650,Hawes Side,6997.0,39.1503501500643,39.0,England,False
1084,E05001651,Highfield,6438.0,43.3915812364088,45.0,England,False
1085,E05001652,Ingthorpe,6564.0,42.2794028031688,44.0,England,False
1086,E05001653,Layton,6631.0,40.3103604282914,40.0,England,False
1087,E05001654,Marton,6550.0,41.5196946564886,43.0,England,False
1088,E05001655,Norbreck,6019.0,47.4630337265326,51.0,England,False
1089,E05001656,Park,7654.0,37.535406323491,36.0,England,False
1090,E05001657,Squires Gate,6162.0,44.9581304771178,48.0,England,False
1091,E05001658,Stanley,6532.0,45.869871402327,50.0,England,False
1092,E05001659,Talbot,6559.0,41.83899984753769,43.0,England,False
1093,E05001660,Tyldesley,6492.0,39.9564078866297,39.0,England,False
1094,E05001661,Victoria,6656.0,39.4944411057692,39.0,England,False
1095,E05001662,Warbreck,6224.0,42.9293059125964,45.0,England,False
1096,E05001663,Waterloo,6355.0,42.6420141620771,45.0,England,False
1097,E05001687,Beverley Rural,13995.0,46.2229367631297,50.0,England,False
1098,E05001688,Bridlington Central and Old Town,11089.0,44.577238705023,48.0,England,False
1099,E05001689,Bridlington North,13159.0,54.579071358005905,61.0,England,False
1100,E05001690,Bridlington South,14584.0,44.4203236423478,48.0,England,False
1101,E05001691,Cottingham North,8073.0,46.4760312151617,50.0,England,False
1102,E05001692,Cottingham South,9470.0,46.3963041182682,49.0,England,False
1103,E05001693,Dale,18049.0,43.6898443127043,46.0,England,False
1104,E05001694,Driffield and Rural,15158.0,45.8060430135902,49.0,England,False
1105,E05001695,East Wolds and Coastal,14525.0,47.4920481927711,52.0,England,False
1106,E05001696,Goole North,11484.0,41.4080459770115,42.0,England,False
1107,E05001697,Goole South,11090.0,38.2308385933273,37.0,England,False
1108,E05001698,Hessle,15182.0,43.1770517718351,45.0,England,False
